sample_id,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9,gene_10,gene_11,gene_12,gene_13,gene_14,gene_15,gene_16,gene_17,gene_18,gene_19,gene_20,gene_21,gene_22,gene_23,gene_24,gene_25,gene_26,gene_27,gene_28,gene_29,gene_30,gene_31,gene_32,gene_33,gene_34,gene_35,gene_36,gene_37,gene_38,gene_39,gene_40,gene_41,gene_42,gene_43,gene_44,gene_45,gene_46,gene_47,gene_48,gene_49,gene_50,gene_51,gene_52,gene_53,gene_54,gene_55,gene_56,gene_57,gene_58,gene_59,gene_60,gene_61,gene_62,gene_63,gene_64,gene_65,gene_66,gene_67,gene_68,gene_69,gene_70,gene_71,gene_72,gene_73,gene_74,gene_75,gene_76,gene_77,gene_78,gene_79,gene_80,gene_81,gene_82,gene_83,gene_84,gene_85,gene_86,gene_87,gene_88,gene_89,gene_90,gene_91,gene_92,gene_93,gene_94,gene_95,gene_96,gene_97,gene_98,gene_99,condition,batch,age,sex
S000,3.1064020449862815,16.571304927534666,5.128663051030843,24.184766820342865,0.43397101107298175,5.860005804344911,4.674404026402495,7.736817357292037,5.783421531884577,5.832288428953225,16.639875854227263,11.082984143151243,3.6346283784081788,18.460759498053857,15.66713872294673,2.094820421793188,6.789823626486245,0.17789874335161968,15.868160012582768,7.262017808767727,3.847659095945155,10.301486783815124,6.056189120874471,12.613089997063451,35.2791073213838,11.292929074594586,16.382073827702502,32.73751615959273,25.417013626135866,4.1704564264561945,15.50644591957125,25.569010826296598,4.274470906265403,14.589198315068217,21.23823542413789,14.705528481319284,2.744722411996936,9.68874482783738,18.31170488481839,3.0678712734944122,5.991376231813258,7.5460011417829485,19.345590599883167,4.630712713433393,6.462226241117285,3.1054934075721286,30.369789710948098,9.440502950510304,18.181109964454077,2.537585894407401,6.3525085038291005,16.918397879141235,11.030095656817947,6.1175646026378905,13.828349597040017,8.17538189610991,8.555668344980043,11.39786725095471,1.6724996785985353,4.431427880370195,12.005697748337445,2.246787208092728,6.366175861592064,6.676896641277605,5.253388988612623,23.62770567650049,6.707869284845339,14.75369969412096,11.993278321826374,3.4111068651689376,3.0584641396362784,14.273518516230366,10.600557482224675,22.485110263183486,6.250769122663331,19.482410926941494,10.671161846931945,11.63914660886283,22.80790054463042,10.081428515717137,10.30221567007133,2.138290562462038,1.1408757206546751,12.444091571556896,5.355765795471514,8.465161640489072,7.142958484346246,13.410907011994551,3.7752893558235545,8.855274378020482,6.684636611476792,3.2305175063859166,7.857776386531256,11.215433704607417,21.9030057668784,6.052433044458398,9.269937998572637,20.975017384997937,6.224503544717175,5.268531461279457,control,batch2,72,M
S001,3.4801190736419505,9.530231461203488,8.141383621448004,9.670876171799636,0.03794386008455484,6.318896777157058,7.004178870179824,32.139473194955514,13.612633209474708,7.787218308957964,3.711365949166669,12.661960490072763,12.663224561848596,4.717488849767568,23.673019678834034,15.558768321353186,10.954158706772061,4.321857683364474,8.356884859718468,2.5718739454953763,5.254201489274348,16.15888470156259,2.1205192038253764,2.6262451181955546,9.160034340765296,6.839517636097972,8.785293191881612,10.593798307223679,5.833228574159348,16.932531603669563,7.140752019865224,10.355462804527873,10.272037633708859,11.475424210552186,6.439376200865774,2.002531778643793,10.90640533264779,4.6587708353472514,12.757431085674675,9.099959575127391,8.293827199258848,7.3470957188406585,7.573711515640005,5.105642462098757,13.149256697162446,10.308742875059579,2.6985479250753883,2.368703140361691,2.385164052358351,4.715210012220225,19.452029493777612,2.116666940706391,2.585099710761745,2.7879667442399554,1.8732064649761935,5.6968004477439855,1.5679109622459286,19.32407985959888,3.142866418779277,13.4345308201791,1.0624200764245897,13.679806093591157,9.413194200603266,14.823898831073306,4.761583360078033,12.933311473772626,4.563531570795459,14.178188046964655,18.461656006638446,13.539122583166483,20.732748719765098,7.519357790198793,6.829110922123728,4.715083950195061,4.0911920044518695,2.313687165251965,12.187502586855,5.871359556241632,7.150818100966781,11.581692055431049,7.429792692564842,27.15223484592414,7.686542828350678,6.638867905840033,20.32195786876231,1.753779648706681,15.97139621648302,6.2365892749936265,8.117756401299657,9.54830884880124,6.412763505267273,7.176017523621111,2.6701804907027067,6.043617582943769,3.5544874680165846,29.90372223973132,6.001492107613703,13.48050555612501,5.937708185315684,13.502507316952544,control,batch2,37,F
S002,25.421478445208017,3.5174460068877114,11.345620775487248,9.741680697683563,17.975003481705127,9.23601945776303,5.607429074529931,10.880207012172164,14.542042475606461,3.374982535447806,6.293015958273283,9.059663922060189,10.064198975886335,4.604891903448399,7.712419612406865,7.021227999960116,6.589739269432436,10.019721670589707,7.292739146541713,10.009853491041289,22.676118474755658,5.359422350360195,8.277555173863032,16.36260199190325,8.567487805008103,15.113306470881602,6.967641913365682,11.846873249169532,13.976082401718626,7.711959186967255,24.80225922885348,4.632110968150689,3.109284376294417,9.16211584430128,5.091317782442132,9.369473887107805,9.6141349746437,3.119162740887376,9.41958034290804,1.598417120885942,18.401864659860973,5.259156595169876,17.784403122459572,9.290826281567705,23.898253981572445,8.765369382239868,9.196725019320635,2.551660049826184,6.398367146903057,9.023251854751514,8.717928473246896,17.26546963084307,8.08203283778011,21.621150597250015,16.42564345867528,7.2740364220070495,16.051472607884175,12.95014128856041,16.460582272936893,16.535209459560672,4.759766668117745,14.18126714827041,3.533782278948972,6.834960177065529,12.838809371217756,28.82925241754952,17.242314417014907,16.910790779724877,32.93934369883044,5.164437652596334,4.061842049511907,6.782922381530497,12.102572853994644,8.160754002435203,10.510727416871974,7.449619352999324,14.191289825514996,8.79099394252805,19.408853127696666,20.291042280956937,1.468769743110537,6.8863105983417405,28.043154216317483,5.9785517083917945,3.0967898610598565,12.568030136660653,9.339102438722415,12.408591643559237,10.452109388785821,10.007948576858734,5.074099172250866,6.282988358417445,5.761137858748915,11.292190801099286,13.599274771471057,12.715155223377847,11.715930050259853,2.122675031642247,16.201864350378873,25.972798032834397,control,batch3,38,F
S003,8.321238106781387,13.114341181846665,5.640168786809227,18.955889331174653,0.18315362593287335,1.713102680931767,7.560152727928181,15.481929630754504,7.571938193367284,1.3476654477003425,7.886345568794136,17.30471006905604,10.75123235555795,1.9829816938852454,8.372313092287742,3.455057502800645,12.042267595917597,8.955981930222533,6.915118794344814,20.21143347246241,9.809666526455764,19.348159106145722,16.338051339488278,6.40936292481963,7.301164929450858,4.332974964281548,2.7393626442772145,4.1947978164076,13.490235201466502,12.740130606224163,20.241277292674553,9.927096488865185,23.600636559321426,9.47056519026442,10.240006975696836,15.72209654667838,2.519461811176875,10.165336106335728,6.153906193562254,28.45456774950954,3.1129360063550604,10.274122296235621,23.462964770171748,12.711304847764445,2.9040247740790246,12.273303205175207,5.928122518665289,5.018586762568472,6.114655507335911,8.544276526688959,16.054559744640308,12.679442254951763,6.909927775611118,6.697016281069319,2.863920635470469,7.406333467040555,28.861461833431882,0.8655949298793947,12.842218234223555,17.03479513531475,8.967958070010939,14.6461587099218,22.567513194337437,3.6933781664175918,8.17261522285555,4.426993458158161,5.805255701290463,17.516328218152594,15.477750210179192,2.8193694506222715,14.473031888367359,7.3642345594746015,0.6873458265765553,8.640429758450573,4.670270671488287,5.006293691454097,7.2849617487453155,24.063437078509867,6.910475792189712,1.9608038751784806,8.582131571751678,13.082680615979331,15.353206424519305,10.820332744543267,15.50850025196402,12.470222071952461,4.414817644641704,10.328178882383117,9.69685446758583,3.9501043494127117,8.157343908371683,7.71605609971399,17.351709878219577,4.06866982271859,8.583979927593255,3.587814123277715,6.815657205485639,14.383727765069994,13.640636540334334,28.221962390552044,control,batch3,54,F
S004,5.03926044759274,7.3525458866113365,4.080326400152141,4.9256116606110325,10.433371483169404,9.373814484752796,14.374453119234545,2.9186683416233867,11.129040584509474,14.148614379170688,6.9299492824220525,59.18333274886818,0.4356320569416899,17.70816917991284,5.252701457533753,7.9470367082140205,5.368438103247566,7.46981109774953,7.997126772911956,7.3770484651364505,15.415907295687038,15.47459277692501,17.980312347986587,5.247239628346573,1.2016570189516063,17.65763824997547,7.585405920316744,16.363701043553107,4.351475887703097,2.5539296489512258,1.772632776515217,1.0593634647377344,0.7091954431892653,8.105607361118714,34.27020825085212,10.76551531900334,6.846412593738316,8.6477461344306,18.630241209303904,6.281417585463852,2.1714458908531604,17.194989251090018,4.614527027830272,7.967867782994505,2.276390248570771,14.3944545952026,8.268740450269298,3.9798343611232094,5.277355625197852,8.332845820665204,3.6913019039032484,9.467135675457076,11.955802752633799,5.435157969122169,6.990699378651481,27.05075068955775,15.952860064545787,11.036466365361973,17.1396623038835,7.4116187608788655,2.733545405058036,5.648856459159878,14.293960465068047,1.263777024958264,9.019898722761098,2.8047688515937037,2.664767314468557,16.68697408426224,5.591373027224076,17.427251444178275,5.900085568155169,2.8438831538698297,21.61716502757178,15.52103701226798,8.485113435996366,9.62242061801595,3.839135036437275,15.035077009388111,6.022525863484951,5.89009613727986,4.616836624625892,9.235275889269857,41.986043252344885,7.992053612882532,8.661736370213976,3.028163113383579,6.136591021695569,9.35076410213474,10.45756999239702,2.4516610605321847,23.201121183372763,10.654411624040861,7.227017086950572,7.3222521520739425,10.656339282005366,22.482157096536397,4.063807244461514,21.375404054321177,16.3305515421157,16.577552084924694,treated,batch2,47,M
S005,1.750875130358474,1.2891531293278118,27.007050261163172,8.716932802962923,9.42135918873525,13.762541796104685,13.556644048049067,10.397915217858893,12.188535477363992,9.971490345990683,3.0375244171829725,10.931808709938382,16.843898088384144,7.049635010100809,26.40621569032655,6.805992250698999,7.689721024605016,0.5879488116218086,4.835485486015106,10.422836736439894,4.736612223970404,6.242177464618097,4.15619495822727,5.440935965321886,5.313977123943024,15.552040809403598,11.402283343006568,4.546355514127175,8.483022128839472,20.300000968236517,2.1359700171661715,11.888830458255576,7.197643186881897,6.229371464396275,6.946342049694988,6.391622356724462,16.7302590326455,3.0178754978246025,2.576254600604049,4.261821174600736,18.485209587278927,9.005608374250679,5.896980814820249,11.772766799563385,13.273988929790551,10.396434646913136,12.541667600756622,1.1632844111250362,2.648380590725221,10.815783659512517,2.7798925154788137,12.227400615865738,21.283355695807575,8.027229451482363,3.0173342729090553,8.870500393215947,8.020950867584135,6.694349611201783,8.49059601504192,15.313810410811865,12.921780382493328,5.879610900812839,1.3241499165589756,1.302896343520004,7.387830203972077,2.3923446117825926,1.0493064833084722,17.323189294403594,3.7339232561662627,4.374011800211786,12.560311074392313,11.79003279556728,1.155285556676163,4.131369346345683,2.512178831445217,4.620548105199531,11.00040985866503,31.46900569522636,3.9986598194615963,6.156499726539054,9.405268132179213,9.161214171491721,18.5321808366664,16.02040869804696,9.71389240201031,17.478463214107347,18.629764498857057,7.091888836170628,14.376303456002235,13.34863418932005,13.81951844087914,3.8182158946272198,4.306513674490216,2.1256460677868083,10.52211312317188,5.516494948306246,10.091406563684302,11.111068992216154,14.898263021284974,28.58171350248293,treated,batch2,53,F
S006,0.8101902047633918,1.060225733673309,15.032121640755062,9.770280876265039,7.926525063465166,11.462021981592002,15.407337425879943,10.764084318085914,10.770459885127437,19.39655298304941,7.314992253583277,23.606944419978934,14.060902218626003,8.33132782378038,2.7958068850725053,9.409801620151141,7.236271840657331,10.743182288745343,10.316534189247825,13.01267902914556,6.768885022763264,14.329491634213895,33.30261096863807,6.3439963505419295,1.4198244173712111,13.680635586370503,10.576623503402654,4.825094331541708,23.20302225668478,9.726880519284238,9.07485213710768,22.5650765042541,9.355868342942275,12.837769364681959,5.836278572128588,2.9984543834767674,8.13220249860226,2.379923941535293,36.07986171109219,24.241765967471753,11.842081691118569,13.478408286437663,4.161479090842933,6.499779032781223,8.911067485760157,18.607273169747987,20.94771700354066,7.236937380150428,12.317579189469985,10.148580742396927,13.20269183505612,10.771048354706236,16.677513428034782,18.755055103496215,1.7677466508513988,11.81081664198536,14.770305219532407,17.196741135081112,10.893819534552826,7.216227343753311,9.92868858732383,8.147881029234119,8.101160413797746,26.238541387529743,25.257830361139185,13.498414970489724,5.954441159279948,5.779769997035334,10.802960557112147,2.5911187327919762,10.808388192561294,11.576012302777734,1.1364121824039057,3.0001908725455104,5.008941012506051,3.9471881749692543,12.630478317521783,14.345591512436581,20.388345032650474,3.8600488687796304,2.1037540169154245,20.236731541001724,16.485504897626402,11.291011677863958,4.8809963051528795,11.009009565274006,4.448673125278401,15.934079870656348,10.472782862332862,3.2028486719024967,7.770932723050249,3.1704209797505642,7.851447785678816,12.951936325749344,7.363720919406727,1.452264206061582,3.5390618217009386,4.09263559932872,3.971807465516209,17.604520103654803,control,batch3,70,F
S007,15.75516917800501,11.606868814922176,9.980531131232501,9.383645051158217,6.044035146190209,10.06135040238024,3.128969827635717,5.1987125988232155,22.85060179164668,9.500198007286755,1.6968991292814728,18.132060157820252,10.625857581249008,10.193123466377887,2.1779692338078482,14.863127405903807,11.948033540924094,3.601114095244885,1.729221883687613,9.048930881635178,16.74146372341085,20.174799425053994,17.988195274414117,3.741357301690046,7.334011155962392,6.18274739305302,24.267941021675,3.171730242027295,9.110252525801915,12.248007417813309,7.1158323036623505,13.279883130009447,9.259708634951057,19.5134258064773,12.443403788385908,0.7217152772589225,5.624717805064165,9.943020473707287,4.890181884992709,12.14321252814689,4.107671729079355,1.5467472960403261,6.186608373286925,12.157525903630207,19.318977747588974,10.12063208973592,6.096085912513017,18.444848690140578,4.991773112553593,6.298629066799505,30.070809970286764,7.905160934083293,14.65193648910355,10.347416088007044,1.8133935502350185,12.620031208008687,19.98266837263628,7.901430938205109,7.407239027446342,10.84161174399264,6.954472059933191,3.4185626525422883,4.088753820673169,4.7816491104713865,2.9420281579205145,4.762958554788926,8.775124430963855,3.123714443220143,5.728035798863508,4.177852565558168,4.176288090474807,5.35029818006977,10.170976247240302,4.521489838619433,14.648722823968313,11.02781749373494,14.112566562405057,3.959869859141602,12.388484059692837,4.506352595219777,14.996802027201328,14.082623953125887,5.377742285845848,6.744822676217658,8.65808944122746,1.3771327418882482,2.3920836341011684,12.150085560430364,6.531462410011574,7.14190764428701,7.100800662587025,13.292929983903532,8.909058354160655,14.274809930712081,11.53508729081137,9.853855624256957,6.703384464398592,13.954233510895612,16.578246017514886,12.038500416790907,treated,batch2,57,F
S008,4.258483905477775,12.783401789602465,12.266173523874555,14.266282829457516,17.124608688905333,9.692491699640412,12.918467004126555,3.822771248053909,13.057500070242398,30.254146027021246,6.264599167619592,19.69584340159624,1.633979737788625,9.42808805658553,5.366703970513097,5.619936079243708,3.0963183541881194,16.779046225875053,13.497636008356942,6.629729997771462,34.92594185776881,7.630501550716636,8.86325604223667,6.402297599723813,9.922652868044077,22.261378515472515,8.72628451858932,10.629923809190853,23.840371378959183,6.202143652643377,12.304530672850296,9.076890128289692,26.70277432677961,4.503048045718125,18.015905901596252,22.873352282671572,6.4166966704723025,18.351478679890064,7.861233540806877,1.6541543573316273,4.5618973692717315,15.08678643358661,16.576863731824062,24.64203763672301,2.066525635185833,8.065107649591036,22.97285702874714,24.06756793599808,1.5455356775569165,4.51697006262974,4.59537137965802,3.053902910521655,10.491413457355318,10.307585964529249,2.3327391351567615,12.45674931480917,6.507678249952376,7.004309696545774,21.537107752331096,5.0266704355812895,6.473751706813447,14.116477346870846,1.4965588476288716,4.754120241898701,12.156797015542747,13.077658907168097,3.6889125213990854,16.065688894027353,1.1449446883821282,2.3067400862430425,17.54236520116712,13.643517562698017,3.0892026394211225,8.462846921972474,18.374362956852185,24.628006017550682,6.646711096889656,9.052195835098235,9.211234642688837,2.8747680844240535,7.262972178186294,1.4886326943403094,4.116949294357597,9.210765651182045,6.956777126138193,1.6176016154125448,16.72545237263857,6.184034627496167,28.539459153040433,22.312190457228272,16.96136520200588,5.981631333155538,5.655617128377326,19.310715233990702,17.896785507820976,3.220305637097309,4.574738251261801,24.053247262902488,18.204470625710137,5.270919118280487,control,batch3,45,M
S009,17.275545284123233,5.188300459789895,10.750514630499485,21.430804557314186,19.97463505035323,2.8217056706339387,6.902692672489437,8.491287430325572,5.988300114203336,15.670853330860034,11.184272510407515,2.5080216570316898,9.698789072262203,1.2735874166698706,5.221582494183405,16.16869142752089,0.5043687710047957,16.396071925746224,5.267782850605714,9.346785343176956,8.789404455079898,3.9109078786577234,13.21118291631363,7.37598507207781,2.478900738658529,26.64721864596224,4.8936062535902,4.778557556888549,22.393940034606793,7.3378836708415545,11.902292830932371,9.342885938066727,7.50651412545708,16.981064746828828,5.342638017469098,12.888772289672627,13.18450989462628,21.93345484885843,5.388591841165771,3.6423645069994333,5.651428729064172,4.753122618355526,16.16791871973016,2.203190400773574,19.01047234850247,8.472601363489453,26.73758177161698,19.675455317681887,7.4829892165415215,9.916788599668235,17.388396044269342,5.629893895869373,27.976484937787568,11.2834987694416,5.8947737355763055,6.289642870634787,2.578455404875611,16.836525856019524,1.2983910284587616,8.231796305956994,16.155812925061316,7.1117624340996155,16.405087509078392,1.0093975108997397,29.46382596621971,4.12652000389923,4.972167000219615,21.823520151364622,5.678227421715531,10.362141005264585,9.749246752408835,1.5783227588937463,8.715161891593842,13.1358405811845,9.646446861543096,13.603581601123008,1.937475317477033,9.596978159026232,21.128562226418545,12.999125509315974,4.4617440996743705,8.213133488245806,5.978053877873522,1.1015667842964465,8.516114310044259,3.117569755014153,4.3294419954777945,2.529052337622353,14.639496770255104,12.405609106173266,1.3562830196358986,6.65835505014062,8.243202042021156,19.510363718158278,10.151637403667452,6.37466555084306,9.605233398425764,22.029062133122316,23.5235475527948,4.196553296318128,control,batch2,27,M
